Artifact #,site,period,additional looks,class,is_valid,indicative,additional,material,height[cm],width[cm],diameter[cm],length[cm],object name,,orig site,orig period
4615,Jerusalem- Ketef Hinnom,Iron IIC-Babylonian,0,88,1,yes,,Pottery,none,none,none,,Lamp;,,Jerusalem- Ketef Hinnom,Iron IIC-Babylonian
4616,Jerusalem- Old City- Jewish Quarter- Cardo,Ottoman,1,1061,1,yes,,Pottery,none,none,6.4,,Lamp;Pinched,,Jerusalem- Old City- Jewish Quarter- Cardo,Ottoman
4617,Jerusalem- Old City- Jewish Quarter- Cardo,Mamluk,1,330,1,yes,,Pottery,none,8.6,none,,"Lamp;Sandal, With Vegetal Decoration",,Jerusalem- Old City- Jewish Quarter- Cardo,Mamluk
4618,Yafo,Ayyubid-Mamluk,1,960,1,yes,,Pottery,none,7.5,none,,Lamp;Shoe,,Yafo,Ayyubid-Mamluk
4619,Jerusalem- Old City- Jewish Quarter- Israelite and Hellenistic Towers,Mamluk,2,583,1,yes,,Pottery,none,none,none,,Lamp;Shoe,,Jerusalem- Old City- Jewish Quarter- Israelite and Hellenistic Towers,Mamluk
4620,`En Gedi,Late Hellenistic - Roman,0,418,1,yes,,Pottery,none,none,none,,Lamp;Sunburst,,`En Gedi,Late Hellenistic - Roman
4621,`En Gedi,Late Hellenistic - Roman,0,418,1,yes,,Pottery,none,none,none,,Lamp;Sunburst,,`En Gedi,Late Hellenistic - Roman
4622,Bet She'an- T.,Iron II,0,64,1,yes,,Pottery,none,none,none,,Lamp;,,Bet She'an- T.,Iron II
4623,Tel Aviv- Ha-Qirya,Hellenistic,2,630,1,yes,,Bronze,none,none,none,,Lamp;,,Tel Aviv- Ha-Qirya,Hellenistic
4624,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman,0,29,1,yes,,Pottery,none,none,none,,"Lamp;Decorated in Relief, Rosette",,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman (period)
4625,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman,0,29,1,yes,,Pottery,none,none,none,,Lamp;Sunburst,,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman (period)
4626,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman,1,29,1,yes,,Pottery,none,none,none,,Lamp;Sunburst,,Jerusalem- Old City- Jewish Quarter- Area F- M,Early Roman (period)
4627,Gezer- T.,Late Bronze II,0,162,1,yes,,Pottery,none,none,none,,Lamp;,,Gezer- T.,Late Bronze II
4628,Jerusalem- Pisgat Ze'ev,Early Roman,1,159,1,yes,,Terracotta,none,5.02,none,,Lamp;Herodian,,Jerusalem- Pisgat Ze'ev,Early Roman (period)
4629,Jerusalem- Pisgat Ze'ev,Early Roman,0,159,1,yes,,Terracotta,none,6.05,none,,Lamp;Herodian,,Jerusalem- Pisgat Ze'ev,Early Roman (period)
4630,Jerusalem- Pisgat Ze'ev,Early Roman,0,159,1,yes,,Terracotta,none,none,none,,Lamp;Herodian,,Jerusalem- Pisgat Ze'ev,Early Roman (period)
4631,Horevot Mazada,Early Roman,0,17,1,yes,,Pottery,none,none,none,,Lamp;Sunburst,,Horevot Mazada,Early Roman (period)
4632,Horevot Mazada,Early Roman,0,17,1,yes,,Pottery,none,none,none,,Lamp;Herodian,,Horevot Mazada,Early Roman (period)
4633,Jerusalem- Old City- Jewish Quarter- Area F- M,Hellenistic,1,317,1,yes,,Pottery,none,none,none,,Lamp;Pinched,,Jerusalem- Old City- Jewish Quarter- Area F- M,Hellenistic
4634,Tiv`on,Middle Roman,0,393,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Floral Decoration",,Tiv`on,Middle Roman
4635,Tiv`on,Middle Roman,2,393,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Phoenician (?), Decorated in Relief, Hercules, Semi-Divine/Divine Figure",,Tiv`on,Middle Roman
4636,Tiv`on,Middle Roman,1,393,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Phoenician (?), Potter's Mark (?), Decorated in Relief, Semi-Divine/Divine Figure",,Tiv`on,Middle Roman
4637,Caesarea,Middle Roman - Late Roman,1,444,1,yes,,Pottery,none,none,none,,Lamp;With Decorated Discus (lamp),,Caesarea,Middle Roman - Late Roman
4638,Caesarea,Roman,1,310,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Fish, Dolphin (?), Potter's Mark",,Caesarea,Roman
4639,Caesarea,Roman,2,310,1,yes,,Pottery,none,none,none,,"Fragment;Lamp;With Decorated Discus (lamp), Decorated in Relief, Animal, Deer (?)",,Caesarea,Roman
4640,Caesarea,Late Roman - Byzantine,1,325,1,yes,,Pottery,none,none,none,,Lamp;,,Caesarea,Late Roman - Byzantine
4641,Caesarea,Late Roman,2,291,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Decorated in Relief",,Caesarea,Late Roman
4642,Caesarea,Early Roman,2,156,1,yes,,Pottery,none,none,none,,"Lamp;Roman Imperial, Decorated in Relief, Human Image, Animal",,Caesarea,Early Roman (period)
4643,`Eleq- H.,Late Byzantine,1,495,1,yes,,Pottery,none,none,none,,Lamp;Samarian,,`Eleq- H.,Late Byzantine
4644,`Eleq- H.,Early Roman,2,337,1,yes,,Pottery,none,none,none,,"Lamp;Roman Imperial, Decorated in Relief, Female Figure, Cornucopia, Pomegranate",,`Eleq- H.,Early Roman (period)
4645,`Eleq- H.,Early Roman,1,337,1,yes,,Pottery,none,none,none,,Lamp;Herodian,,`Eleq- H.,Early Roman (period)
4646,`Eleq- H.,Early Roman,1,337,1,yes,,Pottery,none,none,none,,Lamp;With Decorated Discus (lamp),,`Eleq- H.,Early Roman (period)
4647,`Eleq- H.,Late Byzantine,1,495,1,yes,,Pottery,none,none,none,,Lamp;Samarian,,`Eleq- H.,Late Byzantine
4648,Caesarea,Byzantine,1,112,1,yes,,Pottery,none,none,none,,Lamp;Caesarea (lamp type),,Caesarea,Byzantine
4649,Jerusalem- Giva`t Shapira,Early Roman,1,267,1,yes,,Pottery,3.5,6.5,none,,Lamp;Herodian,,Jerusalem- Giva`t Shapira,Early Roman (period)
4650,Caesarea,Late Roman - Early Byzantine,2,514,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Potter's Mark",,Caesarea,Late Roman - Early Byzantine
4651,Tiv`on,Roman,0,329,1,yes,,Pottery,none,none,none,,Lamp;With Decorated Discus (lamp),,Tiv`on,Roman
4652,Tiv`on,Roman,0,329,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Phoenician (?), Decorated in Relief",,Tiv`on,Roman
4653,Tiv`on,Roman,0,329,1,yes,,Pottery,none,none,none,,Lamp;With Decorated Discus (lamp),,Tiv`on,Roman
4654,Tiv`on,Roman,0,329,1,yes,,Pottery,none,none,none,,Lamp;With Decorated Discus (lamp),,Tiv`on,Roman
4655,Tiv`on,Roman,0,329,1,yes,,Pottery,none,none,none,,"Lamp;With Decorated Discus (lamp), Phoenician (?), Decorated in Relief",,Tiv`on,Roman
4656,Tiv`on,Roman,0,329,1,yes,,Pottery,none,none,none,,Lamp;With Decorated Discus (lamp),,Tiv`on,Roman
4657,Qiryat Ata,Byzantine,0,655,1,yes,,Pottery,none,none,none,,"Lamp;Caesarea (lamp type), Slipped Red, Decorated in Relief",,Qiryat Ata,Byzantine
4658,Qedesh- T.,Middle Bronze I,1,243,1,yes,,Pottery,none,12,none,,Lamp;Footed,,Qedesh- T.,Middle Bronze I
4659,Qedesh- T.,Middle Bronze I,0,243,1,yes,,Pottery,none,12,none,,Lamp;Footed,,Qedesh- T.,Middle Bronze I
4660,Qedesh- T.,Middle Bronze I,0,243,1,yes,,Pottery,none,14.7,none,,Lamp;Footed,,Qedesh- T.,Middle Bronze I
4661,Jerusalem- Old City- Jewish Quarter- Cardo,Byzantine,2,558,1,yes,,Copper,3.3,none,none,,Lamp Filler;,,Jerusalem- Old City- Jewish Quarter- Cardo,Byzantine
4662,Ha-Gosherim,Hellenistic,1,131,1,yes,,Pottery,none,8.5,none,,Lamp Filler;,,Ha-Gosherim,Hellenistic
4663,Ha-Gosherim,Hellenistic,2,131,1,yes,,Pottery,none,9.1,none,,Lamp Filler;,,Ha-Gosherim,Hellenistic
4664,Bet Natif- H.,Late Roman,1,931,1,yes,,Limestone,none,8.5,none,,"Lamp Mould;Beit Nattif, Potter's Mark",,Bet Natif- H.,Late Roman
4665,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Flint,none,7,none,,Lanceolate Hand Axe;,,Ma’yan Baruch,Lower Palaeolithic
4666,Bet She'an,Byzantine,2,178,1,yes,,Pottery,20.7,13,none,,Lantern;,,Bet She'an- T.,Byzantine
4667,Mezad Rahel,Early Roman,1,194,1,yes,,Leather,none,3.5,none,,Leather;,,Mezad Rahel,Early Roman (period)
4668,`Atlit,Persian,2,83,1,yes,,Pottery,20,none,none,,"Body;Lekythos;Red Figured, Attic",,`Atlit,Persian
4669,`Atlit,Persian,1,83,1,yes,,Pottery,13.1,none,none,,"Lekythos;Attic, Black Figured",,`Atlit,Persian
4670,Gamma- T.,Persian,3,242,1,yes,,Pottery,32,none,none,,"Lekythos;Red Figured, Attic",,Gamma- T.,Persian
4671,Gamma- T.,Persian,1,242,1,yes,,Pottery,none,none,none,,"Body;Lekythos;Black Figured, Attic",,Gamma- T.,Persian
4672,Rama- er-,Late Roman,0,1230,1,yes,,Stone,none,52,none,,"Lintel (door or window);Inscribed, Aramaic, Decorated in Relief, Wreath, Nike, Geometrical Pattern",,Rama- er-,Late Roman
4673,Nahal Arbel,Roman,0,1094,1,yes,,Stone,58,32,none,,"Lintel (door or window);Decorated in Relief, Decorated with animal figures, Lion, Ox",,Nahal Arbel,Roman
4674,Kokhav ha-Yarden,Crusader,0,398,1,yes,,Limestone,120,60,none,,Lintel (door or window);Decorated in Relief,,Kokhav ha-Yarden,Crusader
4675,Qazyon- H.,Roman,1,976,1,yes,,Limestone,52.5,60,none,,"Lintel (door or window);Inscribed, Greek",,Qazyon- H.,Roman
4676,Ghadariyya,Byzantine,0,1090,1,yes,,Basalt,29,none,none,,"Fragment;Lintel (door or window);Engraved, Menorah",,Ghadariyya,Byzantine
4677,שכם  -  Nablus,Roman,0,1091,1,yes,,Stone,none,83.5,none,,"Lintel (door or window);With Inscription, Samarian",,שכם  -  Nablus,Roman
4678,Eshtemo`a,Early Byzantine,1,973,1,yes,,Limestone,85,none,none,,"Plain;Lintel (door or window);Decorated in Relief, Menorah",,Eshtemo`a,Early Byzantine
4679,Qazyon- H.,Roman-Byzantine,2,700,1,yes,,Limestone,none,none,none,,Fragment;Lintel (door or window);Decorated in Relief,,Qazyon- H.,Roman-Byzantine
4680,Bet She'an- T.,Iron Age,1,575,1,yes,,Limestone,none,38,none,,"Fragment;Lintel (door or window);With Inscription, Egyptian, Hieroglyphic",,Bet She'an- T.,Iron Age
4681,Kinrot- T.,Iron II,2,604,1,yes,,Egyptian Blue,none,none,none,,Lion-Hand Bowl;,,Kinrot- T.,Iron II
4682,Bet Mirsham- T.,Iron II,3,61,1,yes,,Steatite,none,7,none,,"Lion Bowl;Decorated in Relief, With Vegetal Decoration",,Bet Mirsham- T.,Iron II
4683,Megiddo- T.,Late Bronze II,1,27,1,yes,,Pottery,none,7.4,none,,Liver Model;,,Megiddo- T.,Late Bronze II
4684,Hazor- T.,Late Bronze II,2,136,1,yes,,Pottery,none,none,none,,Liver Model;,,Hazor- T.,Late Bronze II
4685,Hazor- T.,Late Bronze II,1,136,1,yes,,Pottery,none,none,none,,Liver Model;,,Hazor- T.,Late Bronze II
4686,Shechem (Town),Early Roman,0,1187,1,yes,,Bronze,none,8.5,none,,Fitting;Lock;Chest (without Lid),,Shechem (Town),Early Roman (period)
4687,BURNT HOUSE,Early Roman,0,116,1,yes,,Bronze,none,none,none,,Fragment;Lock;,,BURNT HOUSE,Early Roman (period)
4688,Bet Mirsham- T.,Middle Bronze II,1,66,1,yes,,Clay,none,8.3,none,,Loom Weight;,,Bet Mirsham- T.,Middle Bronze II
4689,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Pottery,9.3,none,none,,Loom Weight;,,Bet She'an- T.,Middle Bronze II
4690,Megiddo- T.,Middle Bronze II,0,89,1,yes,,Pottery,10.5,none,none,,"Loom Weight;Conical, Impressed with Stamp-Seal Impression",,Megiddo- T.,Middle Bronze II
4691,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Pottery,none,7.4,none,,Loom Weight;,,Bet She'an- T.,Middle Bronze II
4692,Afeq,Middle Bronze II,1,150,1,yes,,Pottery,none,none,none,,Loom Weight;,,Afeq,Middle Bronze II
4693,Ashdod Yam- H.,Late Bronze II,1,281,1,yes,,Pottery,none,none,none,,Loom Weight;,,Ashdod Yam- H.,Late Bronze II
4694,Lakhish- T.,Iron II,1,1,1,yes,,Clay,none,none,5.5,,Loom Weight;,,Lakhish- T.,Iron II
4695,Lakhish- T.,Iron II,1,1,1,yes,,Clay,none,none,none,,Loom Weight;,,Lakhish- T.,Iron II
4696,Lakhish- T.,Iron II,1,1,1,yes,,Clay,none,none,3.5,,Loom Weight;,,Lakhish- T.,Iron II
4697,Lakhish- T.,Iron II,0,1,1,yes,,Clay,none,none,none,,Loom Weight;,,Lakhish- T.,Iron II
4698,Lakhish- T.,Iron II,1,1,1,yes,,Clay,none,none,7.5,,Loom Weight;,,Lakhish- T.,Iron II
4699,Bet She'an- T.,Middle Bronze II,2,50,1,yes,,Pottery,none,none,none,,Loom Weight;,,Bet She'an- T.,Middle Bronze II
4700,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman,1,38,1,yes,,Pottery,none,none,none,,Loom Weight;Conical,,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman
4701,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman,1,38,1,yes,,Pottery,none,none,none,,Loom Weight;Conical,,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman
4702,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman,1,38,1,yes,,Pottery,none,none,none,,Loom Weight;Conical,,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman
4703,Me`arat ha-Gulgolet,Upper Palaeolithic,0,invalid,1,no,,Bone,none,2.8,none,,Lower Jaw;Dama mesopotamica,,Me`arat ha-Gulgolet,Upper Palaeolithic
4704,Me`arat Kebara,Natufian,1,invalid,1,no,,Ochre,none,7.5,none,,Lump;Ribbed,,Me`arat Kebara,Natufian
4705,Me`arat Kebara,Natufian,1,7,1,yes,,Ochre,none,5.3,none,,Lump;Ribbed,,Me`arat Kebara,Natufian
4706,Yiftah'el- H.,Pre-Pottery Neolithic B,1,invalid,1,no,,Malachite,none,1.8,none,,Lump;Incised,,Yiftah'el- H.,Pre-Pottery Neolithic B
4707,Trig. point 819-A (west),invalid,0,invalid,0,no,,Glass,none,none,none,,Lump;,,Trig. point 819-A (west),invalid
4708,Bet She'an- T.,Late Bronze II,0,invalid,1,no,,Egyptian Blue,none,none,none,,Lump;,,Bet She'an- T.,Late Bronze II
4709,Yiftah'el- H.,Pre-Pottery Neolithic B,0,invalid,1,no,,Malachite,none,none,none,,Lump;,,Yiftah'el- H.,Pre-Pottery Neolithic B
4710,Nahal Hemar,Pre-Pottery Neolithic B,0,invalid,1,no,,Ochre,none,3.5,none,,Lump;,,Nahal Hemar,Pre-Pottery Neolithic B
4711,Nahal Hemar,Pre-Pottery Neolithic B,0,invalid,1,no,,Bitumen,none,8,none,,Lump;,,Nahal Hemar,Pre-Pottery Neolithic B
4712,Me`arot Yonim,Natufian,1,98,1,yes,,Flint,none,1.4,none,,Lunate;,,Me`arot Yonim,Natufian
4713,Me`arot Yonim,Natufian,1,98,1,yes,,Flint,none,1.4,none,,Lunate;,,Me`arot Yonim,Natufian
4714,Nahal Zin,Natufian,0,211,1,yes,,Flint,none,none,none,,Lunate;,,Nahal Zin,Natufian
4715,Nahal Zin,Natufian,0,211,1,yes,,Flint,none,none,none,,Lunate;,,Nahal Zin,Natufian
4716,Nahal Zin,Natufian,0,211,1,yes,,Flint,none,none,none,,Lunate;,,Nahal Zin,Natufian
4717,Nahal Zin,Natufian,0,211,1,yes,,Flint,none,none,none,,Lunate;,,Nahal Zin,Natufian
4718,Nahal Zin,Natufian,0,211,1,yes,,Flint,none,none,none,,Lunate;,,Nahal Zin,Natufian
4719,Me`arat Kebara,Natufian,1,7,1,yes,,Flint,none,1.4,none,,Lunate;Helwan,,Me`arat Kebara,Natufian
4720,Me`arat Kebara,Natufian,1,7,1,yes,,Flint,none,1,none,,Lunate;Helwan,,Me`arat Kebara,Natufian
4721,Me`arat Kebara,Natufian,1,7,1,yes,,Flint,none,1,none,,Lunate;Helwan,,Me`arat Kebara,Natufian
4722,Me`arat Kebara,Natufian,1,7,1,yes,,Flint,none,1,none,,Lunate;Helwan Retouch,,Me`arat Kebara,Natufian
4723,Magharat Shuqba,Natufian,0,68,1,yes,,Flint,none,none,none,,Lunate;,,Magharat Shuqba,Natufian
4724,Magharat Shuqba,Natufian,0,68,1,yes,,Flint,none,none,none,,Lunate;,,Magharat Shuqba,Natufian
4725,Mizpah,Early Bronze,1,357,1,yes,,Basalt,none,none,none,,Macehead;Piriform,,Mizpah,Early Bronze
4726,Ha-Gosherim- Nili (north),Late Chalcolithic,2,430,1,yes,,Limestone,6,none,6.7,,"Macehead;Ribbed, Spherical",,Ha-Gosherim- Nili (north),Late Chalcolithic
4727,Ha-Gosherim- Nili (north),Late Chalcolithic,1,430,1,yes,,Limestone,4.4,none,5.4,,Macehead;Spherical,,Ha-Gosherim- Nili (north),Late Chalcolithic
4728,Sha`ar ha-Golan,Pottery Neolithic A,1,8,1,yes,,Limestone,5.7,none,6,,Macehead;Ball-Shaped,,Sha`ar ha-Golan,Pottery Neolithic A
4729,Jericho- T.,Early Bronze III,0,23,1,yes,,Limestone,6,5,none,,Macehead;Piriform,,Jericho- T.,Early Bronze III
4730,Nahal Pattish (Gilat),Late Chalcolithic,1,2,1,yes,,Granite,4.4,none,6.6,,Macehead;Biconical,,Nahal Pattish (Gilat),Late Chalcolithic
4731,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,1,3,1,yes,,Copper,none,7,none,,"Macehead;Carinated, Discoidal",,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4732,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,1,3,1,yes,,Copper,none,5.6,none,,"Macehead;Carinated, Discoidal",,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4733,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,1,3,1,yes,,Copper,none,5.6,none,,"Macehead;Carinated, Discoidal",,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4734,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.3,none,,Macehead;Lugged,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4735,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.2,none,,Macehead;Lugged,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4736,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.4,none,,Macehead;Lugged,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4737,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,4.5,none,,Macehead;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4738,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,2.8,none,,Macehead;Lugged,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4739,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,none,none,,Macehead;Decorated in Relief,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4740,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.4,none,,Macehead;,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4741,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,11.9,none,,Macehead;Lugged,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4742,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.1,none,,Macehead;Piriform,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4743,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,3.4,none,,Macehead;Decorated in Relief,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4744,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Copper,none,4,none,,Macehead;Cylindrical,,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic
4745,Kfar Monash,Early Bronze IB,0,65,1,yes,,Copper,none,none,none,,Macehead;,,Kfar Monash,Early Bronze IB
4746,Gezer- T.,Late Bronze II,0,162,1,yes,,Faience,none,none,none,,Fragment;Magic Wand (?);Horus Eye,,Gezer- T.,Late Bronze II
4747,Qastra- H.,Roman,3,318,1,yes,,Pottery,12,14.5,none,,Mask;Dionysos,,Qastra- H.,Roman
4748,Zafit- T.,Persian,2,173,1,yes,,Pottery,16.7,none,none,,Mask;Anthropomorphic,,Zafit- T.,Persian
4749,Qastra- H.,Roman,3,318,1,yes,,Pottery,14,14,none,,Mask;Female Figure,,Qastra- H.,Roman
4750, Unknown,Iron II,0,invalid,0,yes,,Pottery,none,9.9,none,,Mask;Male Image,, Unknown,Iron II
4751,Akhziv,Iron II,0,41,1,yes,,Pottery,none,none,none,,Mask;Anthropomorphic,,Akhziv,Iron II
4752,Nahal Hemar,Pre-Pottery Neolithic B,1,5,1,yes,,Limestone,none,5.5,none,,Fragment;Mask;,,Nahal Hemar,Pre-Pottery Neolithic B
4753,Nahal Hemar,Pre-Pottery Neolithic B,2,5,1,yes,,Stone,none,none,none,,"Mask;Anthropomorphic, Painted",,Nahal Hemar,Pre-Pottery Neolithic B
4754,Hazor- T.,Late Bronze II,1,136,1,yes,,Pottery,none,13,none,,Mask;Anthropomorphic,,Hazor- T.,Late Bronze II
4755,Maresha- T.,Hellenistic,1,0,1,yes,,Pottery,none,none,none,,"Mask;Semi-Divine/Divine Figure, Gorgon",,Maresha- T.,Hellenistic
4756,Samaria,Iron II,2,53,1,yes,,Limestone,20,9,none,,"Fragment;Masseba/Stele;Inscribed, Akkadian, Cuneiform Writing",,Samaria,Iron II
4757,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Plant Fibre,none,5.5,none,,Mat;,,Nahal Hemar,Pre-Pottery Neolithic B
4758,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Plant Fibre,none,5,none,,Fragment;Mat;,,Nahal Hemar,Pre-Pottery Neolithic B
4759,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Plant Fibre,none,1.5,none,,Mat;,,Nahal Hemar,Pre-Pottery Neolithic B
4760,Nahal Hemar,Pre-Pottery Neolithic B,0,5,1,yes,,Vegetal Fibre,none,5,none,,Mat;,,Nahal Hemar,Pre-Pottery Neolithic B
4761,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Plant Fibre,none,3.5,none,,Mat;,,Nahal Mishmar,Late Chalcolithic
4762,Qumran Caves,Early Roman,0,79,1,yes,,Date,none,16.5,none,,Fragment;Mat;,,Qumran- Cave 11Q,Early Roman (period)
4763,Wadi Murabba,Roman,0,48,1,yes,,Vegetal Fibre,none,22,none,,Parts;Mat;,,ואדי מרבעאת,Roman
4764,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Straw,none,17,none,,Mat;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
4765,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Plant Fibre,none,9,none,,Mat;,,Nahal Mishmar,Late Chalcolithic
4766,Horevot Mazada,Roman,2,invalid,1,no,,Salt,none,none,none,,Material;,,Horevot Mazada,Roman
4767,Bishop  Gobat  School-  Rock  cut  cistern,Early Roman,2,695,1,yes,,Limestone,12,11,none,,Measuring Vessel;,,Bishop  Gobat  School-  Rock  cut  cistern,Early Roman (period)
4768,Caesarea,Fatimid,2,85,1,yes,,Glass,7.2,none,5.4,,Menorah;Handled,,Caesarea,Fatimid
4769,Caesarea,Fatimid,0,85,1,yes,,Glass,7.4,none,4.5,,Menorah;,,Caesarea,Fatimid
4770,`En Gedi- Synagogue,Byzantine,0,569,1,yes,,Bronze,none,none,none,,Menorah;,,`En Gedi- Synagogue,Byzantine
4771,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,9.2,none,,Micoquian Hand Axe;,,Me`arat Tannur,Lower Palaeolithic
4772,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,10.9,none,,Micoquian Hand Axe;,,Me`arat Tannur,Lower Palaeolithic
4773,Me`arat Tannur,Lower Palaeolithic,1,18,1,yes,,Flint,none,7.4,none,,Micoquian Hand Axe;,,Me`arat Tannur,Lower Palaeolithic
4774,Me`arat Tannur,Lower Palaeolithic,2,18,1,yes,,Flint,none,4.2,none,,Micoquian Hand Axe;,,Me`arat Tannur,Lower Palaeolithic
4775,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Flint,none,10.6,none,,Micoquian Hand Axe;,,Ma’yan Baruch,Lower Palaeolithic
4776,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Flint,none,9.6,none,,Micoquian Hand Axe;,,Ma’yan Baruch,Lower Palaeolithic
4777,Me`arat ha-Gulgolet,Lower Palaeolithic,1,141,1,yes,,Flint,none,7,none,,Micoquian Hand Axe;,,Me`arat ha-Gulgolet,Lower Palaeolithic
4778,Magharat Umm Qatafa,Lower Palaeolithic,1,92,1,yes,,Flint,none,5.7,none,,Micoquian Hand Axe;,,Magharat Umm Qatafa,Lower Palaeolithic
4779,Gesher Benot Ya`aqov,Lower Palaeolithic,2,30,1,yes,,Flint,none,10.4,none,,Micoquian Hand Axe;,,Gesher Benot Ya`aqov,Lower Palaeolithic
4780,`Ujul- T. el-,Late Bronze I,0,163,1,yes,,Pottery,none,none,none,,Milk Bowl;White Slip (Cypriote),,`Ujul- T. el-,Late Bronze I
4781,Bet She'an- T.,Late Chalcolithic,1,977,1,yes,,Pottery,none,none,none,,Body;Miniature Churn;,,Bet She'an- T.,Late Chalcolithic
4782,Be'er Shema`- H.,Late Byzantine,1,439,1,yes,,Pottery,none,none,none,,"Fragment;Miniature Pilgrim Flask;Decorated in Relief, Human Image",,Be'er Shema`- H.,Late Byzantine
4783,Ashqelon- T. Ashqelon,Byzantine,1,266,1,yes,,Pottery,none,none,none,,"Body;Miniature Pilgrim Flask, Ampulla;Decorated in Relief, Human Image, Animal/Zoomorphic",,Ashqelon- T. Ashqelon,Byzantine
4784,`Atlit,Persian,1,83,1,yes,,"Bone,Bronze",none,none,11.8,,Mirror;Handled,,`Atlit,Persian
4785,`En Gedi,Byzantine,1,45,1,yes,,Pottery,none,none,12,,"Mirror;Impressed Decoration, Painted",,`En Gedi,Byzantine
4786,`En Gedi,Byzantine,0,45,1,yes,,Pottery,none,none,none,,"Fragment;Mirror;Impressed Decoration, Painted",,`En Gedi,Byzantine
4787,`En Gedi,Roman-Byzantine,0,693,1,yes,,Limestone,none,none,none,,Mirror;,,`En Gedi,Roman-Byzantine
