class_id,class_name,num_of_images
1086,Ramat Yishay_Antiochus III;(222BCE - 187BCE),2
1087,Jerusalem- Giv`at Sha'ul_Agrippa I;(41CE / 42CE),2
1088,Gat- T._Early Roman (period),2
1089,Shema`- H._Agrippa II;(83CE / 84CE),2
1090,Me`arat `Amud_Middle Palaeolithic,2
1091,Gamma- T._Late Bronze (?),2
1092,Khirba- el-_Late Hellenistic-Hasmonean-Early Nabatea,2
1093,Mikhal- T._Alexander the Great;(317BCE - 311BCE),2
1094,Jerusalem- Mamilla_Late Byzantine,2
1095,Mezad `Ateret_Alexander I Balas;(147BCE / 146BCE),2
1096,Eshtemo`a_Early Byzantine,2
1097,Ha-Gosherim_Late Hellenistic - Early Roman,2
1098,Gezer- T._Persian,2
1099,Mikhal- T._Persian,2
1100,ירושלים-  בית  יתומים  הסורי  Syrian  Orphanage-Jerusalem_Late Roman,2
1101,Ashqelon- Afridar and Barnea` (east)_Late Roman,2
1102,Nemal Akhziv_Iron Age,2
1103,Iqrit_Elagabalus;(218CE - 222CE),2
1104,Maresha- T._Antiochus VII;(138BCE - 129BCE),2
1105,Nahariyya_Ptolemy II;(246BCE - 241BCE),2
1106,Dalton_Autonomous;(399BCE - 333BCE),2
1107,Jerusalem- Giv`at Sha'ul_Antiochus VIII (?);(125BCE - 96BCE),2
1108,Burnat- Kh._Demetrius II;(145BCE - 125BCE),2
1109,Jerusalem- City of David_Byzantine,2
1110,Rimmon- H._Jovian;(363CE - 364CE),2
1111,Yoqne`am- T._Iron IIA,2
1112,Mikhal- T._Alexander the Great;(323BCE - 315BCE),2
1113,Jerusalem- `Emeq Refaim_Lower Palaeolithic,2
1114,Jerusalem- City of David- Pool of Shiloah_Archelaus;(4BCE - 6CE),2
1115,Burnat- Kh._Demetrius II;(129BCE / 128BCE),2
1116,Bethsaida_Agrippa II;(84CE / 85CE),2
1117,Qumran- Cave 9Q_Early Roman (period),2
1118,Bet Mirsham- T._Middle Bronze II-Late Bronze,2
1119,Ramla- Mahzevot Nesher (north)_Antiochus III;(198BCE - 187BCE),2
1120,Gan Soreq (north)_Autonomous;(410BCE - 333BCE),2
1121,Na`aran_Byzantine,2
1122,Tel Aviv- T. Qasila_Iron I,2
1123,Makr- el-_Roman,2
1124,I Yonim_Persian,1
1125,Jerusalem- Old City- Western and Southern Walls_Early Hellenistic,1
1126,Jerusalem- City of David_Late Roman - Early Byzantine,1
1127,Jerusalem- `En Rogel_Late Byzantine,1
1128,מערה    ט'הרייה    Dhaheriah    Cave_Hellenistic,1
1129,Jerusalem- Har ha-Zofim_Late Hellenistic - Early Roman,1
1130,Shoham_Umayyad-Abbasid,1
1131,Me`arat Amira_Upper Palaeolithic (?),1
1132,Abu  Tor  cleared  in  1932_Early Roman (period),1
1133,Mizpah_Iron I (?),1
1134,"12  ק""מ  מערבית    ל-Khalasa_Neolithic (?)",1
1135,Afeq_Middle Bronze II (?),1
1136,שכם  -  Nablus_Roman,1
1137,Tel Aviv- T. Qasila_Byzantine,1
1138,Hoga- H._Late Byzantine-Ummayad (?),1
1139,Mafjar- Kh. el-_Byzantine,1
1140,Tirya- H._Late Roman,1
1141,Nazor- H._Late Byzantine,1
1142,Hasi- T._Ottoman,1
1143,Kryat Ata- Shekhunat Moler_Early Bronze II,1
1144,Shechem (Town)_Roman,1
1145,`Erani- T._Early Bronze I,1
1146,Nahariyya- Giv`at Katzenelson_Middle Roman,1
1147,תעלת  עכו  -  Moat  of  Acre_Hellenistic,1
1148,Istabul- Kh._Byzantine,1
1149,Rama- er-_Late Roman,1
1150,Nahal `Arugot_Late Chalcolithic,1
1151,Mizpah_Iron IIC,1
1152,Shuni_Late Roman,1
1153,Jerusalem- Har ha-Zofim (east)_Byzantine,1
1154,Miqne- T._Late Bronze,1
1155,Turmus- T._Pre-Ghassulian Chalcolithic,1
1156,Jerusalem- Old City- Western and Southern Walls_Middle Roman,1
1157,BURNT HOUSE_Roman,1
1158,Jerusalem- Shmuel ha-Navi_Early Roman (period),1
1159,Jerusalem- Old City- Jewish Quarter- Area F- M_Late Hellenistic - Early Roman (?),1
1160,Zippori_Early Byzantine,1
1161,Bet-Shemesh- T._Crusader (?),1
1162,Bet Guvrin_Roman,1
1163,Haifa- T. Shiqmona_Byzantine,1
1164,Korazim_Byzantine,1
1165,Tel Aviv- T. Qasila_Iron IIA-Iron I,1
1166,Shalem- T._Middle Roman,1
1167,Sha`ar ha-`Amaqim_Antiochus III;(198BCE - 187BCE),1
1168,Jerusalem- Ketef Hinnom_Late Roman,1
1169,Jerusalem- Old City_Late Roman - Byzantine,1
1170,Hasi- T._Persian,1
1171,עכו-בית  קברות  Sheikh  'Izz  ed-Din_Roman,1
1172,Jerusalem- Hinnom Valley_Byzantine,1
1173,Mishmar ha-`Emeq_Late Roman - Byzantine,1
1174,Jerusalem- Derekh Shkhem-pinat Rehov Zalah ed-Din_Byzantine,1
1175,Akhziv (north)_Iron II,1
1176,איזור  אשקלון  אתרים  שונים  Ashkelon  Area_Byzantine,1
1177,Bet Yerah- T._Early Bronze III (?),1
1178,ירושלים-  סילואן_Early Roman (period),1
1179,Hauran  Area  -Jordan ירדן_Late Roman,1
1180,Shefar`am_Byzantine,1
1181,Nahal Ze`elim_Roman,1
1182,Moza_Iron IIC,1
1183,Jerusalem- Ymca--Keren ha-Yesod Street_Byzantine,1
1184,Lakhish- T._Early Bronze III,1
1185,Yafia`_Byzantine,1
1186,Nahal Hever. Cave 2_Middle Roman,1
1187,Turmus- T._Pre-Pottery Neolithic,1
1188,אשקלון  Ashkelon_Byzantine,1
1189,נהריה_Middle Roman,1
1190,`Ar`ara (south-west)_Iron I,1
1191,Sokho- Horevot_Roman,1
1192,`Atlit_Iron II,1
1193,Gerisa- T._Late Bronze II,1
1194,Huldah Area. 4231-4831_Byzantine,1
1195,Jerusalem- Qiryat Moriah_Iron II,1
1196,Bet-Shemesh- T._Late Bronze,1
1197,Gaza Harbour_Early Byzantine,1
1198,Nahal Barqos_Late Neolithic,1
1199,`Utsa- H._Late Roman - Early Byzantine,1
1200,Mafjar- Kh. el-_Roman,1
1201,Kafr Kanna (east)_Early Roman (period),1
1202,Sea  of  Galilee-  North  of  Tiberias_Late Chalcolithic,1
1203,Ashkelon  1933_Persian,1
1204,Brit Ahim_Hellenistic,1
1205,Jerusalem- Har Ziyyon_Ottoman (?),1
1206,`Alya- Kh._Early Roman (period),1
1207,קבר בבית סחור_Iron I,1
1208,ג'פנא  (ליד  רמאללה)  Jifna_Roman,1
1209,Acre  Museum  collection_Late Roman,1
1210,`Azeqa- T._Late Bronze II,1
1211,Qumran- Cave 11Q_Early Roman (period),1
1212,Shechem (Town)_Early Roman (period),1
1213,`Ujul- T. el-_Mamluk,1
1214,Tirya- H._Early Roman (period),1
1215,Caesarea- Synagogue_Byzantine,1
1216,Jericho- T._Early Bronze II,1
1217,Nahal Arbel_Roman,1
1218,Ha-Gosherim_Late Roman - Early Byzantine,1
1219,מאמאס- ליד אמת המים של קיסריה Mamas next to Caesarea Aqueduct_Roman,1
1220,לא ידוע- ירושלים_Roman,1
1221,Minha- H._Pre-Pottery Neolithic,1
1222,Shave Ziyyon_Byzantine,1
1223,Beit Nuba_Byzantine,1
1224,`Asafna- Kh._Roman,1
1225,Shelomi (Soush)_Late Roman - Early Byzantine,1
1226,Sha`ar ha-Golan_Pre-Pottery Neolithic A,1
1227,`Atlit_Hellenistic,1
1228,Nahal Mishmar- Me`arat ha-Matmon_Middle Roman,1
1229,Kfar Monash_Early Bronze I,1
1230,חירבת  ערה  Ara  Horvat_Byzantine,1
1231,`En Nevel_Kebaran,1
1232,Jerusalem- Old City- St. Stephan's Gate_Byzantine,1
1233,Tiberias and Hammat_Crusader,1
1234,Kfar Monash_Early Bronze,1
1235,Bet She`arim- H._Late Roman - Byzantine,1
1236,Korazim_Late Roman - Byzantine,1
1237,Sawafir esh-Sharqiya- es-_Byzantine,1
1238,Karkor `Illit- H._Arab-Byzantine,1
1239,Qiryat Ata_Late Roman,1
1240,Lod_Late Byzantine,1
1241,`Eton- T._Iron I,1
1242,`Erani- T._Iron II,1
1243,Shubeika- Kh. esh-_Byzantine,1
1244,איזור  חברון  Dura  Hebron  District_Roman,1
1245,Jerusalem north- Sanhedriyya- Cave 12_Early Roman (period),1
1246,Evlayim_Roman,1
1247,`Ujul- T. el-_Byzantine,1
1248,Jerusalem- Ya`ar Ha-Shalom_Early Roman (period),1
1249,Mizpah_Early Bronze I-II,1
1250,Jerusalem- Old City- Jewish Quarter- Area F- M_Late Hellenistic-Early Roman (period),1
1251,Ramat Rahel_Byzantine,1
1252,כפר מונש_Early Bronze IB,1
1253,Mamshit- H._Byzantine,1
1254,ירושלים-  הכביש  ליד  גת  שמנים  Road  near  Gethsemane_Byzantine,1
1255,Jerusalem- Old City- Western and Southern Walls_Late Roman,1
1256,Beth Zur_Iron IIC-Babylonian-Persian,1
1257,Samakh  T.  -  Haifa  Region_Roman,1
1258,טבריה  TIBERIAS_Late Roman,1
1259,Sha`ar Efrayim (south) [north]_Pre-Pottery Neolithic,1
1260,Bet She'an_Late Roman,1
1261,Ha-Zorea`- T. Qira_Neolithic,1
1262,`Illin- H._Early Islamic,1
1263,Gush Halav_Arab-Byzantine,1
1264,Qannir- Kh._Late Roman,1
1265,מורדות  הר  עיבל  Slopes  of  Mt.Ebal_Roman,1
1266,Ashqelon- Afridar and Barnea` (east)_Middle Hellenistic,1
1267,Jerusalem- Old City_Persian-Hellenistic,1
1268,Ashqelon- Afridar and Barnea`_Late Hellenistic - Early Roman (152 BCE - 70 CE),1
1269,El-Bineh  1932_Roman-Byzantine,1
1270,`Ein Yabrud_Late Roman,1
1271,Baqa el-Gharbiya (south)_Early Roman (period),1
1272,Merot- H._Byzantine,1
1273,Nahal Yarmut_Late Hellenistic,1
1274,Shubeika- Kh. esh-_Late Roman - Byzantine,1
1275,Herzeliyya Bet_Late Roman,1
1276,Jerusalem- Rockefeller Museum_Early Roman (period),1
1277,Qumran- Cave Q1_Roman,1
1278,Haluza_Byzantine,1
1279,Jerusalem- `En Rogel_Middle Roman - Late Roman,1
1280,Mizpah_Iron Age (?),1
1281,Megiddo- T._Iron Age,1
1282,Tiberias and Hammat_Mamluk,1
1283,Ashqelon- Afridar and Barnea`_Hellenistic,1
1284,Jerusalem- Old City_Early Islamic-Late Byzantine,1
1285,Jerusalem- Old City- St. Stephan's Gate_Early Roman (period),1
1286,Lakhish- T._Late Bronze IIB,1
1287,Qumran Caves_Roman,1
1288,Jerusalem- Old City- Western and Southern Walls_Late Byzantine,1
1289,קבר  אל  בסה  El  Basseh_Late Roman,1
1290,Jerusalem- `En Kerem_Roman,1
1291,Bet She'an- T._Iron II (?),1
1292,Jerusalem- City of David_Late Roman - Byzantine (?),1
1293,Bet-Shemesh- T._Late Bronze IIA,1
1294,ליד  חדיתה  -קבר  מצוייר  Haditha  Painted  Tomb_Roman,1
1295,El  Basseh  Tomb_Roman,1
1296,גזר_Late Hellenistic,1
1297,Ghadariyya_Byzantine,1
1298,Haifa- T. Abu Hawwam_Early Roman (period),1
1299,Bet Neqofa_Middle Roman - Late Roman,1
1300,נהריה_Roman,1
1301,`En Gedi - Goren- T._Iron IIC-Babylonian-Persian,1
1302,`En Gedi - Goren- Tell_Iron IIC,1
1303,Mazor_Roman,1
1304,Gamma- T._Iron Age (?),1
1305,טבריה- קבר רומי בעיר_Roman,1
1306,Jerusalem North- Mahanayim- Cave 22_Early Roman (period),1
1307,Baqa el-Gharbiya (south)_Late Roman - Early Byzantine,1
1308,Jerusalem- Old City_Late Roman - Early Byzantine,1
1309,Zuq el-Fauqani ez-_Byzantine (?),1
1310,Samaria_Persian-Hellenistic,1
1311,BURNT HOUSE_Early Roman (period) (?),1
1312,ואדי מרבעאת_Roman,1
1313,Zuq el-Fauqani ez-_Roman-Byzantine,1
