valid 	 train
`Ai_Early Bronze II-III 	 Megiddo_ T._Iron II
`Ai_Early Bronze II-III 	 Akhziv_Iron II
Asherat_Late Roman 	 Asherat_Late Roman
Asherat_Late Roman 	 Asherat_Late Roman
Asherat_Late Roman 	 Asherat_Late Roman
Barqai_Middle Bronze IIB 	 `Atlit_Middle Bronze II
Barqai_Middle Bronze IIB 	 `Atlit_Middle Bronze II
Barqai_Middle Bronze IIB 	 Barqai_Middle Bronze IIB
Barqai_Middle Bronze IIB 	 Bet Mirsham_ T._Middle Bronze IIB
Be'er Sheva`_ H. Matar_Late Chalcolithic 	 Ashqelon_ T. Ashqelon_Iron IIC
Be'er Sheva`_ H. Matar_Late Chalcolithic 	 Be'er Sheva`_ H. Matar_Late Chalcolithic
Bet Mirsham_ T._Middle Bronze IIB 	 Bet Mirsham_ T._Middle Bronze IIB
Bet Mirsham_ T._Middle Bronze IIB 	 Bet Mirsham_ T._Middle Bronze IIB
Bet Mirsham_ T._Middle Bronze IIB 	 Bet Mirsham_ T._Middle Bronze IIB
Bet She'an_ T._Roman 	 Kavul_Early Byzantine
Bet She'an_ T._Roman 	 Bet She'an_ T._Roman
Bet She'an_ T._Roman 	 Ha-Gosherim_ Nili (north)_Pre-Ghassulian Chalcolithic
Bet She'an_ T._Roman 	 Bet She'an_ T._Roman
Christmas Cave_ Nahal Qidron_Roman 	 Christmas Cave_ Nahal Qidron_Roman
Christmas Cave_ Nahal Qidron_Roman 	 Sharuhen_ T._Iron II
Christmas Cave_ Nahal Qidron_Roman 	 Mesad Boqeq_Byzantine
Christmas Cave_ Nahal Qidron_Roman 	 Horevot Mazada_Roman
Samaria_Hellenistic 	 Jericho_ T._Early Bronze III
Samaria_Hellenistic 	 Anafa_ T._Hellenistic
Samaria_Hellenistic 	 Samaria_Hellenistic
Zafit_ T._Persian 	 Zafit_ T._Persian
Zafit_ T._Persian 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Zafit_ T._Persian 	 Mizpah_Early Bronze I
Zafit_ T._Persian 	 Zafit_ T._Persian
`En Gedi_Roman 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
`En Gedi_Roman 	 `En Gedi_Roman
`En Gedi_Roman 	 Dan_ T._Late Bronze II
`En Gedi_Roman 	 Jerusalem_ `En Rogel_Late Roman
`En Gedi_Roman 	 `En Gedi_Roman
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 `Arad_ T._Early Bronze II
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pre-Pottery Neolithic B
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pre-Pottery Neolithic B
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pre-Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Sha`ar ha-Golan_Pottery Neolithic A
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Sha`ar ha-Golan_Pottery Neolithic A
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Me`arat Kebara_Upper Palaeolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Me`arat Kebara_Upper Palaeolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pottery Neolithic
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Early Roman (period)
Ha-Gosherim_ Nili (north)_Pottery Neolithic 	 Besamon_Pottery Neolithic
Afeq_Late Bronze II 	 Hazor_ T._Late Bronze II
Afeq_Late Bronze II 	 Hazor_ T._Late Bronze II
Afeq_Late Bronze II 	 `Arad_ T._Iron II
Afeq_Late Bronze II 	 Afeq_Late Bronze II
Afeq_Late Bronze II 	 Afeq_Late Bronze II
Ard es-Samrra_Pottery Neolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Ard es-Samrra_Pottery Neolithic 	 Ard es-Samrra_Pottery Neolithic
Ard es-Samrra_Pottery Neolithic 	 Hamadya_Pottery Neolithic
Ard es-Samrra_Pottery Neolithic 	 Caesarea_Early Roman (period)
Ard es-Samrra_Pottery Neolithic 	 Bet She'an_ T._Late Bronze II
Bet She'an_ T._Middle Bronze IIB 	 Bet She'an_ T._Middle Bronze IIB
Bet She'an_ T._Middle Bronze IIB 	 Bet She'an_ T._Middle Bronze IIB
Bet She'an_ T._Middle Bronze IIB 	 Bet She'an_ T._Middle Bronze IIB
Ma`yan Barukh_Roman 	 Jerusalem_ `En Rogel_Early Roman (period)
Ma`yan Barukh_Roman 	 Jerusalem_ `En Rogel_Early Roman (period)
Ma`yan Barukh_Roman 	 Ma`yan Barukh_Roman
Megiddo_ T._Late Bronze 	 Megiddo_ T._Late Bronze
Megiddo_ T._Late Bronze 	 Megiddo_ T._Late Bronze II
Megiddo_ T._Late Bronze 	 Megiddo_ T._Late Bronze II
Mesad Boqeq_Byzantine 	 Nahal Omer _Early Islamic
Mesad Boqeq_Byzantine 	 Nahal Mishmar_Late Chalcolithic
Mesad Boqeq_Byzantine 	 Moa_Roman
Mesad Boqeq_Byzantine 	 Nahal Omer _Early Islamic
Nahal Mishmar_Late Chalcolithic 	 Nahal Mishmar_Late Chalcolithic
Nahal Mishmar_Late Chalcolithic 	 Nahal Mishmar_ Me`arat ha-Matmon_Late Chalcolithic
Nahal Mishmar_Late Chalcolithic 	 Horevot Mazada_Roman
Zuq el-Fauqani ez-_Byzantine 	 Ramla_ esh-Sheikh Rihan_Early Islamic
Zuq el-Fauqani ez-_Byzantine 	 Caesarea_Byzantine
Zuq el-Fauqani ez-_Byzantine 	  Unknown_Byzantine
Zuq el-Fauqani ez-_Byzantine 	  Unknown_Byzantine
Zuq el-Fauqani ez-_Byzantine 	 Megiddo_ T._Iron IA
`Alya_ Kh._Roman 	 Palmahim_Late Roman
`Alya_ Kh._Roman 	 Palmahim_Late Roman
`Alya_ Kh._Roman 	 Nahariyya_ Giv`at Katzenelson_Late Roman
14590-24360 14590-24360_none 	 14590-24360 14590-24360_none
14590-24360 14590-24360_none 	 14590-24360 14590-24360_none
14590-24360 14590-24360_none 	 14590-24360 14590-24360_none
14590-24360 14590-24360_none 	 14590-24360 14590-24360_none
Lakhish_ T._Iron II 	 `Arad_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Bet-Shemesh_ T._Iron II
Lakhish_ T._Iron II 	 Bir er-Ruqeish_Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Haifa_ T. Abu Hawwam_Late Bronze II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Bet Mirsham_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 `Arad_ T._Iron II
Lakhish_ T._Iron II 	 Megiddo_ T._Iron IA
Lakhish_ T._Iron II 	 Lakhish_ T._Iron II
Lakhish_ T._Iron II 	 `Ujul_ T. el-_Middle Bronze II
Lakhish_ T._Iron II 	 Bet-Shemesh_ T._Iron II
Lakhish_ T._Iron II 	 Bet-Shemesh_ T._Iron II
Lakhish_ T._Iron II 	 Samaria_Iron II
Lakhish_ T._Iron II 	 Bet-Shemesh_ T._Iron II
Lakhish_ T._Iron II 	 Bet-Shemesh_ T._Iron II
Lakhish_ T._Iron II 	 Jericho_ T._Pre-Pottery Neolithic B
Lakhish_ T._Iron II 	 Sharuhen_ T._Iron II
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Persian-Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Persian-Hellenistic
Maresha_ T._Persian-Hellenistic 	 Har Harif_Harifian
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Persian-Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Persian-Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Persian-Hellenistic
Maresha_ T._Persian-Hellenistic 	 Horevot Mazada_Early Roman (period)
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Hellenistic
Maresha_ T._Persian-Hellenistic 	 Maresha_ T._Persian-Hellenistic
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 Nahal Pattish (Gilat)_Late Chalcolithic
`Ujul_ T. el-_Middle Bronze II 	 Lakhish_ T._Iron II
`Ujul_ T. el-_Middle Bronze II 	 Bet-Shemesh_ T._Iron II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 Gezer_ T._Late Bronze
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Late Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
`Ujul_ T. el-_Middle Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
 Unknown_none 	 14590-24360 14590-24360_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	 Meron_none
 Unknown_none 	  Unknown_none
 Unknown_none 	 Meron_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	  Unknown_none
 Unknown_none 	 Meron_none
 Unknown_none 	  Unknown_none
Besamon_Pre-Pottery Neolithic B 	 Besamon_Pre-Pottery Neolithic
Besamon_Pre-Pottery Neolithic B 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Besamon_Pre-Pottery Neolithic B 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Besamon_Pre-Pottery Neolithic B 	 Minha_ H._Pre-Pottery Neolithic B
Besamon_Pre-Pottery Neolithic B 	 Minha_ H._Pre-Pottery Neolithic B
Besamon_Pre-Pottery Neolithic B 	 Besamon_Pre-Pottery Neolithic B
Besamon_Pre-Pottery Neolithic B 	 Besamon_Pre-Pottery Neolithic B
Besamon_Pre-Pottery Neolithic B 	 Besamon_Pre-Pottery Neolithic
Besamon_Pre-Pottery Neolithic B 	 Nahal Zin_Upper Palaeolithic
Besamon_Pre-Pottery Neolithic B 	 Besamon_Neolithic
Besamon_Pre-Pottery Neolithic B 	 Har Qedumim_Middle Palaeolithic
Besamon_Pre-Pottery Neolithic B 	 Megiddo_ T._Iron I
Besamon_Pre-Pottery Neolithic B 	 Nahal Pattish (Gilat)_Late Chalcolithic
Besamon_Pre-Pottery Neolithic B 	 `Enot `Enan_Natufian
Besamon_Pre-Pottery Neolithic B 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Besamon_Pre-Pottery Neolithic B 	 Ramla_ esh-Sheikh Rihan_Early Islamic
Besamon_Pre-Pottery Neolithic B 	 Ha-Gosherim_ Nili (north)_Pottery Neolithic
Besamon_Pre-Pottery Neolithic B 	 Ard es-Samrra_Pottery Neolithic
Jericho_ T._Early Bronze III 	 Mizpah_Early Bronze I
Jericho_ T._Early Bronze III 	 `Ujul_ T. el-_Late Bronze II
Jericho_ T._Early Bronze III 	 Afeq_Middle Bronze II
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Megiddo_ T._Early Bronze I
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 Jericho_ T._Early Bronze III
Jericho_ T._Early Bronze III 	 `Atlit_Persian
Jericho_ T._Early Bronze III 	 Mikhal_ T._none
Bet She'an_ T._Late Bronze II 	 Minha_ H._Pottery Neolithic
Bet She'an_ T._Late Bronze II 	 Caesarea_Early Islamic
Bet She'an_ T._Late Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Bet She'an_ T._Late Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Bet She'an_ T._Late Bronze II 	 Jerusalem_ Old City_ Jewish Quarter_ Area F_ M_Late Hellenistic - Early Roman
Bet She'an_ T._Late Bronze II 	 Nizzana_Byzantine
Bet She'an_ T._Late Bronze II 	 Bet She'an_ T._Late Bronze II
Bet She'an_ T._Late Bronze II 	 Ashqelon_ T. Ashqelon_Iron II
Bet She'an_ T._Late Bronze II 	 Bet She'an_ T._Late Bronze II
Bet She'an_ T._Late Bronze II 	 Ashqelon_ T. Ashqelon_Iron II
Bet She'an_ T._Late Bronze II 	 Gezer_ T._Late Bronze
Bet She'an_ T._Late Bronze II 	 Ashqelon_ T. Ashqelon_Iron II
Bet She'an_ T._Late Bronze II 	 Afeq_Late Bronze II
Bet She'an_ T._Late Bronze II 	 Afeq_Late Bronze II
Bet She'an_ T._Late Bronze II 	 Bet She'an_ T._Late Bronze II
Bet She'an_ T._Late Bronze II 	 Afeq_Late Bronze II
Bet She'an_ T._Late Bronze II 	 Bet She'an_ T._Late Bronze II
Bet She'an_ T._Late Bronze II 	 Bet She'an_ T._Late Bronze II
Bet She'an_ T._Late Bronze II 	 `Ujul_ T. el-_Late Bronze II
Bet She'an_ T._Late Bronze II 	 `Ujul_ T. el-_Late Bronze II
Bet She'an_ T._Late Bronze II 	 `Ujul_ T. el-_Late Bronze
Me`arat Tannur_Middle Palaeolithic 	 Nahal Zin_Upper Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Har Qedumim_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat ha-Nahal_Upper Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Besamon_Pre-Pottery Neolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Middle Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Sha`ar ha-Golan_Pottery Neolithic A
Me`arat Tannur_Middle Palaeolithic 	 `Ovadya_ T._ Prehistoric site_Lower Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Me`arat Tannur_Middle Palaeolithic 	 Me`arat Tannur_Lower Palaeolithic
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Bet-Shemesh_ T._Iron I
Megiddo_ T._Iron IA 	 Minha_ H._Pre-Pottery Neolithic B
Megiddo_ T._Iron IA 	 Bet-Shemesh_ T._Iron I
Megiddo_ T._Iron IA 	 Bet-Shemesh_ T._Iron I
Megiddo_ T._Iron IA 	 `Ujul_ T. el-_Middle Bronze II
Megiddo_ T._Iron IA 	 Lakhish_ T._Iron II
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Bet She'an_ T._Roman
Megiddo_ T._Iron IA 	 Gezer_ T._Late Bronze
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 `Ujul_ T. el-_Late Bronze II
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Megiddo_ T._Iron IA 	 Megiddo_ T._Iron IA
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Jericho_ T._Pre-Pottery Neolithic B
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Yavne (north-west)_Iron II 	 Yavne (north-west)_Iron II
Megiddo_ T._Late Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Megiddo_ T._Late Bronze II 	 Megiddo_ T._Iron IA
Megiddo_ T._Late Bronze II 	 Bet Mirsham_ T._Iron II
Megiddo_ T._Late Bronze II 	 Bet-Shemesh_ T._Iron II
Megiddo_ T._Late Bronze II 	 Megiddo_ T._Late Bronze II
Megiddo_ T._Late Bronze II 	 Megiddo_ T._Middle Bronze II
Megiddo_ T._Late Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Megiddo_ T._Late Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Megiddo_ T._Late Bronze II 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Megiddo_ T._Late Bronze II 	 Megiddo_ T._Late Bronze II
Megiddo_ T._Late Bronze II 	 Megiddo_ T._Late Bronze II
Megiddo_ T._Late Bronze II 	 `Arad_ T._Early Bronze II
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Minha_ H._Pre-Pottery Neolithic B
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Megiddo_ T._Early Bronze I
Nahal Pattish (Gilat)_Late Chalcolithic 	 Har Qedumim_Middle Palaeolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Besamon_Pre-Pottery Neolithic B
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 `Ujul_ T. el-_Late Bronze II
Nahal Pattish (Gilat)_Late Chalcolithic 	 Ashqelon_ T. Ashqelon_Iron II
Nahal Pattish (Gilat)_Late Chalcolithic 	 Bet Mirsham_ T._Iron II
Nahal Pattish (Gilat)_Late Chalcolithic 	 Yiftah'el_ H._Pre-Pottery Neolithic B
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Besamon_Pre-Pottery Neolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Gush Halav_Byzantine
Nahal Pattish (Gilat)_Late Chalcolithic 	 `Ujul_ T. el-_Middle Bronze II-Late Bronze
Nahal Pattish (Gilat)_Late Chalcolithic 	 Hamadya_Pottery Neolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Besamon_Pottery Neolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Lakhish_ T._Late Bronze II
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Gezer_ T._Late Bronze
Nahal Pattish (Gilat)_Late Chalcolithic 	 Zafit_ T._Persian
Nahal Pattish (Gilat)_Late Chalcolithic 	 Haifa_ T. Abu Hawwam_Late Bronze II
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Nahal Pattish (Gilat)_Late Chalcolithic 	 Nahal Pattish (Gilat)_Late Chalcolithic
Gesher Benot Ya`aqov_Lower Palaeolithic 	 Mayan Baruch _Lower Palaeolithic
Gesher Benot Ya`aqov_Lower Palaeolithic 	 Mayan Baruch _Lower Palaeolithic
Gesher Benot Ya`aqov_Lower Palaeolithic 	 Mayan Baruch _Lower Palaeolithic
Gesher Benot Ya`aqov_Lower Palaeolithic 	 Gesher Benot Ya`aqov_Lower Palaeolithic
Gesher Benot Ya`aqov_Lower Palaeolithic 	 Gesher Benot Ya`aqov_Lower Palaeolithic
